    p    n    -0.78235    -1.80574  -1
  1.00  2.00   -5.955   -4.011   -4.405
  1.50  2.00   -4.785   -4.011   -4.160
  2.00  2.00   -4.095   -4.001   -3.687
  3.00  2.00   -3.268   -3.927   -2.873
  5.00  2.00   -2.369   -3.735   -1.878
 10.00  2.00   -1.095   -3.055   -0.391
 30.00  2.00    1.384   -0.964    2.528
100.00  2.00    4.138    1.359    5.771
  0.01  3.00   -5.420   -4.011   -4.360
  0.10  3.00   -5.725   -4.011   -4.393
  0.20  3.00   -5.823   -4.011   -4.399
  0.40  3.00   -5.896   -4.011   -4.403
  0.70  3.00   -5.929   -4.011   -4.404
  1.00  3.00   -5.749   -4.011   -4.392
  1.50  3.00   -4.771   -4.011   -4.153
  2.00  3.00   -4.092   -4.001   -3.684
  3.00  3.00   -3.267   -3.927   -2.873
  5.00  3.00   -2.369   -3.735   -1.878
 10.00  3.00   -1.095   -3.055   -0.391
 30.00  3.00    1.384   -0.964    2.528
100.00  3.00    4.138    1.359    5.771
  0.01  4.00   -4.684   -4.011   -4.144
  0.10  4.00   -4.766   -4.011   -4.181
  0.20  4.00   -4.836   -4.011   -4.208
  0.40  4.00   -4.899   -4.011   -4.230
  0.70  4.00   -4.930   -4.011   -4.237
  1.00  4.00   -4.931   -4.011   -4.232
  1.50  4.00   -4.630   -4.010   -4.082
  2.00  4.00   -4.061   -4.000   -3.659
  3.00  4.00   -3.262   -3.927   -2.868
  5.00  4.00   -2.368   -3.735   -1.877
 10.00  4.00   -1.095   -3.055   -0.390
 30.00  4.00    1.384   -0.964    2.528
100.00  4.00    4.138    1.359    5.770
  0.01  5.00   -3.889   -4.011   -3.593
  0.10  5.00   -3.892   -4.011   -3.596
  0.20  5.00   -3.901   -4.011   -3.602
  0.40  5.00   -3.921   -4.011   -3.614
  0.70  5.00   -3.936   -4.011   -3.617
  1.00  5.00   -3.936   -4.011   -3.605
  1.50  5.00   -3.911   -4.009   -3.561
  2.00  5.00   -3.778   -3.998   -3.416
  3.00  5.00   -3.210   -3.925   -2.818
  5.00  5.00   -2.360   -3.734   -1.869
 10.00  5.00   -1.094   -3.055   -0.390
 30.00  5.00    1.384   -0.964    2.528
100.00  5.00    4.137    1.359    5.770
  0.01  6.00   -2.958   -4.011   -2.697
  0.10  6.00   -2.958   -4.011   -2.697
  0.20  6.00   -2.957   -4.011   -2.695
  0.40  6.00   -2.954   -4.011   -2.689
  0.70  6.00   -2.945   -4.011   -2.673
  1.00  6.00   -2.934   -4.011   -2.652
  1.50  6.00   -2.910   -4.009   -2.607
  2.00  6.00   -2.881   -3.995   -2.554
  3.00  6.00   -2.787   -3.914   -2.404
  5.00  6.00   -2.280   -3.727   -1.789
 10.00  6.00   -1.086   -3.054   -0.381
 30.00  6.00    1.384   -0.964    2.529
100.00  6.00    4.128    1.358    5.762
  0.01  7.00   -1.855   -4.011   -1.521
  0.10  7.00   -1.855   -4.011   -1.521
  0.20  7.00   -1.854   -4.011   -1.520
  0.40  7.00   -1.852   -4.011   -1.517
  0.70  7.00   -1.847   -4.011   -1.509
  1.00  7.00   -1.840   -4.011   -1.497
  1.50  7.00   -1.823   -4.009   -1.468
  2.00  7.00   -1.806   -3.995   -1.435
  3.00  7.00   -1.778   -3.908   -1.369
  5.00  7.00   -1.714   -3.701   -1.214
 10.00  7.00   -1.000   -3.044   -0.295
 30.00  7.00    1.387   -0.964    2.532
100.00  7.00    4.039    1.347    5.673
  0.01  8.00   -0.562   -4.011   -0.067
  0.10  8.00   -0.562   -4.011   -0.066
  0.20  8.00   -0.562   -4.011   -0.066
  0.40  8.00   -0.561   -4.011   -0.065
  0.70  8.00   -0.559   -4.011   -0.062
  1.00  8.00   -0.557   -4.011   -0.058
  1.50  8.00   -0.551   -4.009   -0.047
  2.00  8.00   -0.546   -3.995   -0.037
  3.00  8.00   -0.549   -3.907   -0.023
  5.00  8.00   -0.567   -3.692    0.002
 10.00  8.00   -0.393   -3.004    0.326
 30.00  8.00    1.418   -0.958    2.563
100.00  8.00    3.430    1.315    5.049
  0.01  9.00    0.888   -4.011    1.618
  0.10  9.00    0.888   -4.011    1.618
  0.20  9.00    0.888   -4.011    1.618
  0.40  9.00    0.888   -4.011    1.618
  0.70  9.00    0.889   -4.011    1.619
  1.00  9.00    0.890   -4.011    1.621
  1.50  9.00    0.891   -4.009    1.623
  2.00  9.00    0.891   -3.995    1.624
  3.00  9.00    0.877   -3.907    1.613
  5.00  9.00    0.827   -3.692    1.571
 10.00  9.00    0.850   -2.991    1.659
 30.00  9.00    1.701   -0.920    2.851
100.00  9.00    2.647    1.381    4.175
  0.01 10.00    2.449   -4.011    3.456
  0.10 10.00    2.449   -4.011    3.456
  0.20 10.00    2.449   -4.011    3.456
  0.40 10.00    2.449   -4.011    3.456
  0.70 10.00    2.449   -4.011    3.456
  1.00 10.00    2.449   -4.011    3.457
  1.50 10.00    2.449   -4.009    3.457
  2.00 10.00    2.448   -3.995    3.456
  3.00 10.00    2.433   -3.907    3.440
  5.00 10.00    2.386   -3.692    3.388
 10.00 10.00    2.360   -2.990    3.372
 30.00 10.00    2.754   -0.877    3.952
100.00 10.00    3.192    1.471    4.596
  0.01 11.00    4.072   -4.011    5.381
  0.10 11.00    4.072   -4.011    5.381
  0.20 11.00    4.072   -4.011    5.381
  0.40 11.00    4.072   -4.011    5.381
  0.70 11.00    4.072   -4.011    5.381
  1.00 11.00    4.072   -4.011    5.381
  1.50 11.00    4.072   -4.009    5.381
  2.00 11.00    4.071   -3.995    5.379
  3.00 11.00    4.062   -3.907    5.368
  5.00 11.00    4.032   -3.692    5.331
 10.00 11.00    4.009   -2.990    5.303
 30.00 11.00    4.192   -0.874    5.557
100.00 11.00    4.395    1.477    5.839
  o18  f18    -1.65522    -0.63183   1
  0.01  1.00 -100.000 -100.000 -100.000
  0.10  1.00 -100.000  -88.207  -89.787
  0.20  1.00  -57.102  -45.102  -46.375
  0.40  1.00  -32.130  -22.822  -23.781
  0.70  1.00  -21.427  -13.332  -14.032
  1.00  1.00  -17.146  -10.285  -10.815
  1.50  1.00  -13.747   -7.744   -8.080
  2.00  1.00  -11.448   -6.327   -6.522
  3.00  1.00   -8.428   -4.686   -4.681
  5.00  1.00   -5.802   -2.990   -2.728
 10.00  1.00   -3.221   -1.101   -0.494
 30.00  1.00   -0.943    1.520    2.622
100.00  1.00    1.588    4.432    6.084
  0.01  2.00 -100.000 -100.000 -100.000
  0.10  2.00 -100.000  -89.208  -90.788
  0.20  2.00  -57.103  -46.103  -47.375
  0.40  2.00  -32.130  -23.823  -24.781
  0.70  2.00  -21.427  -13.745  -14.445
  1.00  2.00  -17.146  -10.307  -10.837
  1.50  2.00  -13.747   -7.746   -8.081
  2.00  2.00  -11.448   -6.327   -6.522
  3.00  2.00   -8.428   -4.686   -4.681
  5.00  2.00   -5.802   -2.990   -2.728
 10.00  2.00   -3.221   -1.101   -0.494
 30.00  2.00   -0.943    1.520    2.622
100.00  2.00    1.588    4.432    6.084
  0.01  3.00 -100.000 -100.000 -100.000
  0.10  3.00 -100.000  -90.225  -91.805
  0.20  3.00  -57.104  -47.109  -48.381
  0.40  3.00  -32.131  -24.824  -25.783
  0.70  3.00  -21.427  -14.694  -15.393
  1.00  3.00  -17.146  -10.513  -11.043
  1.50  3.00  -13.747   -7.760   -8.095
  2.00  3.00  -11.448   -6.331   -6.525
  3.00  3.00   -8.428   -4.687   -4.681
  5.00  3.00   -5.802   -2.990   -2.728
 10.00  3.00   -3.221   -1.101   -0.494
 30.00  3.00   -0.943    1.520    2.622
100.00  3.00    1.588    4.432    6.084
  0.01  4.00 -100.000 -100.000 -100.000
  0.10  4.00 -100.000  -91.385  -92.965
  0.20  4.00  -57.116  -48.163  -49.436
  0.40  4.00  -32.139  -25.842  -26.801
  0.70  4.00  -21.433  -15.700  -16.399
  1.00  4.00  -17.150  -11.335  -11.865
  1.50  4.00  -13.749   -7.902   -8.237
  2.00  4.00  -11.449   -6.362   -6.557
  3.00  4.00   -8.428   -4.692   -4.687
  5.00  4.00   -5.802   -2.990   -2.729
 10.00  4.00   -3.221   -1.101   -0.494
 30.00  4.00   -0.943    1.520    2.622
100.00  4.00    1.588    4.432    6.084
  0.01  5.00 -100.000 -100.000 -100.000
  0.10  5.00 -100.000  -93.734  -95.314
  0.20  5.00  -57.215  -49.666  -50.939
  0.40  5.00  -32.220  -27.013  -27.972
  0.70  5.00  -21.491  -16.766  -17.465
  1.00  5.00  -17.192  -12.366  -12.897
  1.50  5.00  -13.771   -8.636   -8.971
  2.00  5.00  -11.456   -6.651   -6.845
  3.00  5.00   -8.430   -4.746   -4.740
  5.00  5.00   -5.802   -2.999   -2.737
 10.00  5.00   -3.221   -1.102   -0.495
 30.00  5.00   -0.943    1.520    2.622
100.00  5.00    1.588    4.433    6.085
  0.01  6.00 -100.000 -100.000 -100.000
  0.10  6.00 -100.000 -100.000 -100.000
  0.20  6.00  -58.092  -53.849  -55.121
  0.40  6.00  -32.950  -29.287  -30.246
  0.70  6.00  -22.017  -18.316  -19.015
  1.00  6.00  -17.579  -13.670  -14.200
  1.50  6.00  -13.991   -9.773  -10.108
  2.00  6.00  -11.545   -7.617   -7.812
  3.00  6.00   -8.459   -5.188   -5.182
  5.00  6.00   -5.809   -3.081   -2.819
 10.00  6.00   -3.222   -1.111   -0.504
 30.00  6.00   -0.943    1.519    2.622
100.00  6.00    1.589    4.441    6.095
  0.01  7.00 -100.000 -100.000 -100.000
  0.10  7.00 -100.000 -100.000 -100.000
  0.20  7.00  -69.463  -66.393  -67.666
  0.40  7.00  -38.791  -35.604  -36.562
  0.70  7.00  -25.381  -22.000  -22.699
  1.00  7.00  -19.918  -16.332  -16.863
  1.50  7.00  -15.250  -11.684  -12.019
  2.00  7.00  -12.162   -9.183   -9.377
  3.00  7.00   -8.739   -6.402   -6.395
  5.00  7.00   -5.899   -3.691   -3.429
 10.00  7.00   -3.228   -1.199   -0.591
 30.00  7.00   -0.944    1.516    2.619
100.00  7.00    1.594    4.533    6.186
  0.01  8.00 -100.000 -100.000 -100.000
  0.10  8.00 -100.000 -100.000 -100.000
  0.20  8.00 -100.000  -97.254  -98.526
  0.40  8.00  -54.239  -51.052  -52.010
  0.70  8.00  -33.796  -30.856  -31.554
  1.00  8.00  -24.584  -22.562  -23.085
  1.50  8.00  -17.236  -15.888  -16.196
  2.00  8.00  -13.512  -12.390  -12.548
  3.00  8.00   -9.701   -8.642   -8.606
  5.00  8.00   -6.498   -5.196   -4.923
 10.00  8.00   -3.310   -1.848   -1.235
 30.00  8.00   -0.950    1.485    2.588
100.00  8.00    1.672    5.188    6.836
  0.01  9.00 -100.000 -100.000 -100.000
  0.10  9.00 -100.000 -100.000 -100.000
  0.20  9.00 -100.000 -100.000 -100.000
  0.40  9.00  -85.483  -85.506  -86.170
  0.70  9.00  -50.616  -50.556  -51.011
  1.00  9.00  -36.505  -36.367  -36.693
  1.50  9.00  -25.377  -25.114  -25.297
  2.00  9.00  -19.711  -19.333  -19.414
  3.00  9.00  -13.823  -13.317  -13.221
  5.00  9.00   -8.398   -8.089   -7.682
 10.00  9.00   -3.883   -3.467   -2.776
 30.00  9.00   -1.031    1.193    2.294
100.00  9.00    2.138    6.371    7.927
  0.01 10.00 -100.000 -100.000 -100.000
  0.10 10.00 -100.000 -100.000 -100.000
  0.20 10.00 -100.000 -100.000 -100.000
  0.40 10.00 -100.000 -100.000 -100.000
  0.70 10.00  -92.286  -93.316  -92.992
  1.00 10.00  -65.341  -66.305  -65.886
  1.50 10.00  -44.220  -45.083  -44.578
  2.00 10.00  -33.544  -34.322  -33.765
  3.00 10.00  -22.666  -23.330  -22.685
  5.00 10.00  -13.594  -14.139  -13.363
 10.00 10.00   -6.489   -6.587   -5.775
 30.00 10.00   -1.757   -0.010    1.090
100.00 10.00    3.501    7.298    8.718
  0.01 11.00 -100.000 -100.000 -100.000
  0.10 11.00 -100.000 -100.000 -100.000
  0.20 11.00 -100.000 -100.000 -100.000
  0.40 11.00 -100.000 -100.000 -100.000
  0.70 11.00 -100.000 -100.000 -100.000
  1.00 11.00 -100.000 -100.000 -100.000
  1.50 11.00  -87.053  -88.150  -87.436
  2.00 11.00  -65.618  -66.627  -65.869
  3.00 11.00  -44.008  -44.877  -44.069
  5.00 11.00  -26.414  -27.085  -26.226
 10.00 11.00  -12.947  -13.105  -12.272
 30.00 11.00   -3.980   -2.337   -1.236
100.00 11.00    5.983    9.627   11.026
 ne18  f18     4.44347     3.42008  -1
  0.01  1.00   -5.788   -0.398   -0.133
  0.10  1.00   -6.248   -0.398   -0.133
  0.20  1.00   -6.359   -0.398   -0.133
  0.40  1.00   -6.447   -0.398   -0.133
  0.70  1.00   -5.859   -0.398   -0.133
  1.00  1.00   -4.564   -0.398   -0.133
  1.50  1.00   -3.402   -0.399   -0.132
  2.00  1.00   -2.735   -0.399   -0.129
  3.00  1.00   -1.935   -0.400   -0.104
  5.00  1.00   -1.050   -0.404    0.086
 10.00  1.00    0.074   -0.358    0.980
 30.00  1.00    2.076    0.301    3.261
100.00  1.00    4.300    1.033    5.795
  0.01  2.00   -4.809   -0.398   -0.133
  0.10  2.00   -5.249   -0.398   -0.133
  0.20  2.00   -5.359   -0.398   -0.133
  0.40  2.00   -5.447   -0.398   -0.133
  0.70  2.00   -5.446   -0.398   -0.133
  1.00  2.00   -4.542   -0.398   -0.133
  1.50  2.00   -3.401   -0.399   -0.132
  2.00  2.00   -2.735   -0.399   -0.129
  3.00  2.00   -1.935   -0.400   -0.104
  5.00  2.00   -1.050   -0.404    0.086
 10.00  2.00    0.074   -0.358    0.980
 30.00  2.00    2.076    0.301    3.261
100.00  2.00    4.300    1.033    5.795
  0.01  3.00   -3.938   -0.398   -0.133
  0.10  3.00   -4.254   -0.398   -0.133
  0.20  3.00   -4.361   -0.398   -0.133
  0.40  3.00   -4.448   -0.398   -0.133
  0.70  3.00   -4.499   -0.398   -0.133
  1.00  3.00   -4.337   -0.398   -0.133
  1.50  3.00   -3.386   -0.399   -0.132
  2.00  3.00   -2.732   -0.399   -0.129
  3.00  3.00   -1.934   -0.400   -0.104
  5.00  3.00   -1.050   -0.404    0.086
 10.00  3.00    0.074   -0.358    0.980
 30.00  3.00    2.076    0.301    3.261
100.00  3.00    4.300    1.033    5.795
  0.01  4.00   -3.209   -0.398   -0.132
  0.10  4.00   -3.298   -0.398   -0.132
  0.20  4.00   -3.375   -0.398   -0.132
  0.40  4.00   -3.452   -0.398   -0.132
  0.70  4.00   -3.501   -0.398   -0.132
  1.00  4.00   -3.518   -0.398   -0.132
  1.50  4.00   -3.245   -0.399   -0.132
  2.00  4.00   -2.701   -0.399   -0.128
  3.00  4.00   -1.929   -0.400   -0.103
  5.00  4.00   -1.049   -0.403    0.087
 10.00  4.00    0.074   -0.358    0.980
 30.00  4.00    2.076    0.301    3.261
100.00  4.00    4.300    1.033    5.795
  0.01  5.00   -2.434   -0.398   -0.124
  0.10  5.00   -2.438   -0.398   -0.124
  0.20  5.00   -2.451   -0.398   -0.124
  0.40  5.00   -2.480   -0.398   -0.125
  0.70  5.00   -2.510   -0.398   -0.125
  1.00  5.00   -2.526   -0.398   -0.126
  1.50  5.00   -2.527   -0.398   -0.126
  2.00  5.00   -2.418   -0.399   -0.123
  3.00  5.00   -1.877   -0.400   -0.099
  5.00  5.00   -1.042   -0.403    0.090
 10.00  5.00    0.075   -0.358    0.981
 30.00  5.00    2.076    0.301    3.261
100.00  5.00    4.299    1.033    5.794
  0.01  6.00   -1.544   -0.398   -0.065
  0.10  6.00   -1.544   -0.398   -0.065
  0.20  6.00   -1.544   -0.398   -0.065
  0.40  6.00   -1.544   -0.398   -0.065
  0.70  6.00   -1.544   -0.398   -0.065
  1.00  6.00   -1.543   -0.398   -0.064
  1.50  6.00   -1.540   -0.398   -0.062
  2.00  6.00   -1.531   -0.398   -0.059
  3.00  6.00   -1.459   -0.399   -0.044
  5.00  6.00   -0.963   -0.402    0.125
 10.00  6.00    0.084   -0.357    0.989
 30.00  6.00    2.077    0.301    3.262
100.00  6.00    4.291    1.032    5.788
  0.01  7.00   -0.532   -0.398    0.326
  0.10  7.00   -0.532   -0.398    0.326
  0.20  7.00   -0.532   -0.398    0.326
  0.40  7.00   -0.531   -0.398    0.327
  0.70  7.00   -0.529   -0.398    0.329
  1.00  7.00   -0.526   -0.398    0.332
  1.50  7.00   -0.519   -0.398    0.340
  2.00  7.00   -0.510   -0.398    0.350
  3.00  7.00   -0.487   -0.398    0.377
  5.00  7.00   -0.411   -0.395    0.463
 10.00  7.00    0.168   -0.350    1.067
 30.00  7.00    2.079    0.301    3.265
100.00  7.00    4.202    1.024    5.707
  0.01  8.00    0.604   -0.398    1.368
  0.10  8.00    0.604   -0.398    1.368
  0.20  8.00    0.604   -0.398    1.368
  0.40  8.00    0.604   -0.398    1.369
  0.70  8.00    0.605   -0.398    1.370
  1.00  8.00    0.606   -0.398    1.372
  1.50  8.00    0.609   -0.398    1.377
  2.00  8.00    0.614   -0.398    1.384
  3.00  8.00    0.626   -0.398    1.403
  5.00  8.00    0.654   -0.393    1.455
 10.00  8.00    0.755   -0.326    1.639
 30.00  8.00    2.110    0.305    3.295
100.00  8.00    3.616    1.006    5.135
  0.01  9.00    1.874   -0.398    2.766
  0.10  9.00    1.874   -0.398    2.766
  0.20  9.00    1.874   -0.398    2.767
  0.40  9.00    1.874   -0.398    2.767
  0.70  9.00    1.875   -0.398    2.767
  1.00  9.00    1.875   -0.398    2.768
  1.50  9.00    1.876   -0.398    2.770
  2.00  9.00    1.878   -0.398    2.773
  3.00  9.00    1.882   -0.398    2.780
  5.00  9.00    1.890   -0.393    2.798
 10.00  9.00    1.905   -0.318    2.853
 30.00  9.00    2.391    0.337    3.580
100.00  9.00    2.931    1.065    4.388
  0.01 10.00    3.278   -0.398    4.379
  0.10 10.00    3.278   -0.398    4.379
  0.20 10.00    3.278   -0.398    4.379
  0.40 10.00    3.278   -0.398    4.379
  0.70 10.00    3.278   -0.398    4.379
  1.00 10.00    3.278   -0.398    4.380
  1.50 10.00    3.279   -0.398    4.380
  2.00 10.00    3.279   -0.398    4.381
  3.00 10.00    3.280   -0.398    4.383
  5.00 10.00    3.280   -0.393    4.385
 10.00 10.00    3.266   -0.318    4.380
 30.00 10.00    3.421    0.373    4.659
100.00 10.00    3.593    1.141    4.969
  0.01 11.00    4.789   -0.398    6.150
  0.10 11.00    4.789   -0.398    6.150
  0.20 11.00    4.789   -0.398    6.150
  0.40 11.00    4.789   -0.398    6.150
  0.70 11.00    4.789   -0.398    6.150
  1.00 11.00    4.789   -0.398    6.151
  1.50 11.00    4.789   -0.398    6.151
  2.00 11.00    4.789   -0.398    6.151
  3.00 11.00    4.789   -0.398    6.151
  5.00 11.00    4.787   -0.393    6.149
 10.00 11.00    4.770   -0.318    6.131
 30.00 11.00    4.806    0.376    6.206
100.00 11.00    4.846    1.147    6.289
  f18 ne18    -4.44347    -3.42008   1
  0.01  1.00 -100.000 -100.000 -100.000
  0.10  1.00 -100.000 -100.000 -100.000
  0.20  1.00 -100.000 -100.000 -100.000
  0.40  1.00  -83.789  -57.312  -58.290
  0.70  1.00  -49.928  -32.796  -33.524
  1.00  1.00  -36.383  -23.760  -24.328
  1.50  1.00  -25.840  -16.591  -16.974
  2.00  1.00  -20.534  -12.888  -13.139
  3.00  1.00  -15.109   -9.040   -9.099
  5.00  1.00  -10.506   -5.756   -5.570
 10.00  1.00   -5.909   -2.759   -2.229
 30.00  1.00   -2.504    0.781    1.854
100.00  1.00    1.279    4.714    6.391
  0.01  2.00 -100.000 -100.000 -100.000
  0.10  2.00 -100.000 -100.000 -100.000
  0.20  2.00 -100.000 -100.000 -100.000
  0.40  2.00  -83.789  -58.312  -59.290
  0.70  2.00  -49.928  -33.209  -33.937
  1.00  2.00  -36.383  -23.782  -24.350
  1.50  2.00  -25.840  -16.592  -16.976
  2.00  2.00  -20.534  -12.889  -13.139
  3.00  2.00  -15.109   -9.040   -9.099
  5.00  2.00  -10.506   -5.756   -5.570
 10.00  2.00   -5.909   -2.759   -2.229
 30.00  2.00   -2.504    0.781    1.854
100.00  2.00    1.279    4.714    6.391
  0.01  3.00 -100.000 -100.000 -100.000
  0.10  3.00 -100.000 -100.000 -100.000
  0.20  3.00 -100.000 -100.000 -100.000
  0.40  3.00  -83.789  -59.314  -60.291
  0.70  3.00  -49.928  -34.157  -34.886
  1.00  3.00  -36.383  -23.988  -24.556
  1.50  3.00  -25.840  -16.607  -16.990
  2.00  3.00  -20.534  -12.892  -13.142
  3.00  3.00  -15.109   -9.040   -9.100
  5.00  3.00  -10.506   -5.757   -5.571
 10.00  3.00   -5.909   -2.759   -2.229
 30.00  3.00   -2.504    0.781    1.854
100.00  3.00    1.279    4.714    6.391
  0.01  4.00 -100.000 -100.000 -100.000
  0.10  4.00 -100.000 -100.000 -100.000
  0.20  4.00 -100.000 -100.000 -100.000
  0.40  4.00  -83.790  -60.332  -61.309
  0.70  4.00  -49.928  -35.163  -35.892
  1.00  4.00  -36.383  -24.809  -25.378
  1.50  4.00  -25.840  -16.748  -17.132
  2.00  4.00  -20.534  -12.923  -13.174
  3.00  4.00  -15.109   -9.045   -9.105
  5.00  4.00  -10.506   -5.757   -5.571
 10.00  4.00   -5.909   -2.759   -2.229
 30.00  4.00   -2.504    0.781    1.854
100.00  4.00    1.279    4.714    6.391
  0.01  5.00 -100.000 -100.000 -100.000
  0.10  5.00 -100.000 -100.000 -100.000
  0.20  5.00 -100.000 -100.000 -100.000
  0.40  5.00  -83.794  -61.503  -62.480
  0.70  5.00  -49.932  -36.230  -36.958
  1.00  5.00  -36.387  -25.841  -26.409
  1.50  5.00  -25.843  -17.482  -17.866
  2.00  5.00  -20.536  -13.212  -13.462
  3.00  5.00  -15.111   -9.099   -9.159
  5.00  5.00  -10.506   -5.766   -5.580
 10.00  5.00   -5.909   -2.760   -2.230
 30.00  5.00   -2.504    0.781    1.854
100.00  5.00    1.279    4.715    6.392
  0.01  6.00 -100.000 -100.000 -100.000
  0.10  6.00 -100.000 -100.000 -100.000
  0.20  6.00 -100.000 -100.000 -100.000
  0.40  6.00  -83.826  -63.777  -64.754
  0.70  6.00  -49.963  -37.779  -38.508
  1.00  6.00  -36.416  -27.144  -27.713
  1.50  6.00  -25.871  -18.619  -19.003
  2.00  6.00  -20.565  -14.179  -14.429
  3.00  6.00  -15.135   -9.541   -9.601
  5.00  6.00  -10.514   -5.849   -5.663
 10.00  6.00   -5.910   -2.769   -2.239
 30.00  6.00   -2.504    0.781    1.853
100.00  6.00    1.280    4.725    6.400
  0.01  7.00 -100.000 -100.000 -100.000
  0.10  7.00 -100.000 -100.000 -100.000
  0.20  7.00 -100.000 -100.000 -100.000
  0.40  7.00  -84.064  -70.093  -71.071
  0.70  7.00  -50.198  -41.463  -42.192
  1.00  7.00  -36.646  -29.807  -30.375
  1.50  7.00  -26.093  -20.530  -20.914
  2.00  7.00  -20.794  -15.744  -15.994
  3.00  7.00  -15.383  -10.755  -10.815
  5.00  7.00  -10.619   -6.460   -6.274
 10.00  7.00   -5.918   -2.858   -2.328
 30.00  7.00   -2.505    0.778    1.850
100.00  7.00    1.287    4.818    6.492
  0.01  8.00 -100.000 -100.000 -100.000
  0.10  8.00 -100.000 -100.000 -100.000
  0.20  8.00 -100.000 -100.000 -100.000
  0.40  8.00  -88.849  -85.541  -86.519
  0.70  8.00  -53.683  -50.319  -51.047
  1.00  8.00  -39.458  -36.037  -36.605
  1.50  8.00  -28.249  -24.734  -25.118
  2.00  8.00  -22.559  -18.951  -19.201
  3.00  8.00  -16.732  -12.995  -13.055
  5.00  8.00  -11.212   -7.966   -7.779
 10.00  8.00   -6.026   -3.511   -2.981
 30.00  8.00   -2.512    0.747    1.819
100.00  8.00    1.392    5.478    7.152
  0.01  9.00 -100.000 -100.000 -100.000
  0.10  9.00 -100.000 -100.000 -100.000
  0.20  9.00 -100.000 -100.000 -100.000
  0.40  9.00 -100.000 -100.000 -100.000
  0.70  9.00  -72.136  -70.020  -70.745
  1.00  9.00  -51.927  -49.842  -50.406
  1.50  9.00  -36.061  -33.960  -34.340
  2.00  9.00  -28.033  -25.895  -26.142
  3.00  9.00  -19.845  -17.671  -17.728
  5.00  9.00  -12.655  -10.859  -10.665
 10.00  9.00   -6.708   -5.131   -4.594
 30.00  9.00   -2.600    0.453    1.524
100.00  9.00    1.964    6.657    8.322
